Skupaj_kilometri,skupaj_trajanje_aktivnosti_sek,poraba_kalorij
50881.28,6098,1148.0
28840.86,6382,1327.0
32621.22,3654,826.0
22328.77,2399,773.0
9663.4,1680,258.0
21957.92,8895,479.0
46096.24,5870,1210.0
27381.36,3099,561.0
53143.48,6075,1199.0
5827.42,632,105.0
55717.03,7174,610.0
16150.95,2287,284.0
31327.95,3785,1326.0
28379.37,3281,712.0
46865.15,5759,1078.0
490.84,986,182.0
38.31,937,205.0
19000.41,2436,470.0
4053.83,397,112.0
7413.28,888,195.0
37910.03,4817,754.0
18844.2,3808,285.0
11606.9,1351,248.0
6509.25,838,145.0
31888.56,3648,764.0
35970.97,4593,930.0
34985.39,5179,990.0
7854.83,1465,209.0
87338.2,7545,2205.0
65818.43,7361,1822.0
540.09,6901,0.0
14808.55,1767,548.0
40183.43,8117,1145.0
33430.86,3594,847.0
24493.66,2626,673.0
65625.1,7591,1493.0
55305.33,6658,1283.0
52464.1,10388,1533.0
17569.34,2208,362.0
75636.47,8682,2582.0
24546.4,3439,545.0
15303.92,1597,293.0
59190.93,17629,1236.0
11492.36,1289,436.0
30757.77,3746,693.0
32512.67,4318,806.0
32162.22,3447,615.0
62096.67,7138,1320.0
319.53,3704,683.0
156.92,3114,547.0
31884.59,5235,575.0
4255.48,727,75.0
4482.82,804,73.0
4518.52,882,73.0
34325.97,40359,559.0
26722.15,2987,587.0
6917.47,651,105.0
26679.61,2769,557.0
37857.73,42857,1422.0
42266.15,5049,837.0
18284.34,1990,408.0
48718.91,6568,1275.0
11700.43,1760,517.0
23377.55,2316,447.0
2564.88,2143,364.0
8574.95,1106,161.0
38953.89,4618,740.0
6860.45,879,130.0
58577.65,6241,1247.0
17947.58,3140,368.0
4186.8,788,74.0
8999.45,1643,162.0
5286.08,869,94.0
23130.94,5108,331.0
130407.56,15450,3273.0
100374.18,14585,1764.0
111927.2,15743,2837.0
86390.08,26914,2541.0
17129.64,2068,0.0
86182.44,10796,2056.0
55747.55,6338,2341.0
77906.21,10802,1653.0
56766.96,7105,890.0
121800.96,15363,3234.0
127022.86,21180,2372.0
54514.65,7047,1610.0
7057.76,618,193.0
22931.38,2844,532.0
42913.12,5454,1133.0
42241.59,4668,900.0
24043.43,2826,564.0
4524.9,640,173.0
8975.85,860,143.0
8543.44,975,147.0
22083.63,2660,499.0
34187.09,4171,842.0
2164.36,525,46.0
37760.65,3686,915.0
40105.85,4427,775.0
28854.5,4245,626.0
111841.78,13210,2436.0
65519.9,8011,1798.0
88548.06,11400,1420.0
18787.73,2454,409.0
13626.7,1210,289.0
5081.62,626,31.0
17044.77,2213,117.0
65846.07,9013,1074.0
133766.7,16980,3445.0
10868.54,1190,245.0
30979.46,3395,720.0
25960.55,3245,525.0
23.41,3000,589.0
28.76,2020,390.0
32498.51,3799,622.0
7069.41,2045,187.0
47594.83,9638,1425.0
104861.68,14262,2647.0
45905.65,5481,746.0
26362.44,3232,761.0
2360.99,496,179.0
4044.93,434,42.0
87410.78,26905,3697.0
63365.35,7420,1774.0
34282.37,3974,810.0
6054.98,688,94.0
17259.1,1790,378.0
179622.3,23095,4599.0
58634.7,6786,1494.0
26603.91,2353,691.0
24106.64,5165,322.0
93641.66,11191,2361.0
31753.47,3443,932.0
15975.96,2016,306.0
11256.57,2597,610.0
18584.97,2663,121.0
65188.85,7498,1475.0
37435.7,4131,715.0
41151.26,4633,1678.0
24527.91,3211,1041.0
4522.86,4207,748.0
80.85,3086,430.0
28353.1,3839,627.0
16188.47,3442,537.0
36383.65,4090,788.0
7795.5,914,272.0
40599.57,4542,803.0
908.44,7525,1495.0
50537.35,8445,1026.0
95686.96,12138,2198.0
25198.74,3403,589.0
38091.56,3187,1090.0
92348.84,12053,3922.0
62478.73,7447,1892.0
29745.46,5735,500.0
27377.68,3860,545.0
18298.3,4834,396.0
27136.52,3256,430.0
83688.13,19141,2466.0
21576.99,3124,473.0
41201.14,5568,840.0
12900.84,1719,351.0
7677.67,1137,122.0
41031.37,5411,1133.0
100863.6,11183,2552.0
19615.31,3688,815.0
26277.3,3884,684.0
34890.06,7661,962.0
0.0,3280,804.0
31429.37,3656,745.0
15143.07,2150,340.0
1156.41,1406,284.0
64189.62,8053,1094.0
43225.3,5781,430.0
26287.86,3486,778.0
18518.77,2236,475.0
31198.15,3689,604.0
40760.99,5322,1012.0
22177.29,3137,499.0
36692.66,6875,931.0
33618.18,3866,710.0
57634.83,7109,1387.0
68267.35,13684,2409.0
22572.94,2716,521.0
49007.84,5546,994.0
52900.56,5950,1256.0
20818.38,3695,361.0
4348.2,630,110.0
11709.98,1381,263.0
30123.01,3072,562.0
34071.03,3730,752.0
25778.32,3052,840.0
14754.97,1581,304.0
21763.41,2665,472.0
4360.14,492,157.0
4598.82,533,74.0
15415.87,1909,305.0
73318.16,8751,1214.0
19251.06,1821,405.0
59553.51,8401,1452.0
32427.35,3738,815.0
28653.21,3750,808.0
25847.56,2542,553.0
13677.79,1276,369.0
71108.38,7268,1487.0
61036.19,7149,1415.0
63342.02,7663,1466.0
4449.56,495,78.0
25469.52,3462,494.0
9050.29,2019,352.0
15887.39,1887,154.0
18674.78,1805,414.0
28798.85,3759,594.0
8290.78,1324,222.0
34204.08,5175,779.0
13189.63,1863,240.0
25418.92,4419,720.0
34042.27,4527,1006.0
5814.68,737,159.0
22441.97,2274,588.0
150221.92,14500,1941.0
203.38,1599,341.0
20542.88,2501,252.0
14500.56,2892,331.0
4566.18,745,116.0
21301.95,3764,412.0
11566.78,1433,232.0
26985.89,3050,583.0
12126.65,1366,221.0
10427.39,1179,242.0
658.12,10012,1846.0
89371.46,8502,2611.0
68181.0,8667,1559.0
47721.56,6015,638.0
14655.93,3230,605.0
57451.5,7884,1284.0
22124.28,2434,519.0
64249.29,9838,1331.0
23511.8,7719,550.0
65003.01,7410,1763.0
9277.02,1165,257.0
1901.51,370,78.0
1881.0,365,21.0
2107.39,777,56.0
11574.36,1407,263.0
63945.85,8262,1320.0
88105.82,8679,2526.0
3211.26,4958,1030.0
29069.24,3816,758.0
18064.7,2467,488.0
59420.12,6828,1696.0
86770.4,11420,1424.0
78779.88,9061,2147.0
35726.79,4263,796.0
9359.41,1184,99.0
30941.81,3432,752.0
26223.91,3128,763.0
18362.69,2203,348.0
15658.5,2191,194.0
135788.0,19331,3326.0
42671.04,5238,822.0
13245.65,1677,289.0
5790.45,987,210.0
6220.05,623,94.0
4517.39,971,331.0
8362.74,801,110.0
11978.09,1388,310.0
106222.28,14934,3131.0
50098.85,5503,1184.0
106976.8,13334,2343.0
29736.22,4550,1261.0
49832.58,5807,1262.0
58332.5,7202,624.0
36386.06,5029,1305.0
61996.04,6944,1475.0
29677.75,3754,678.0
40291.86,4601,747.0
6117.84,617,174.0
12359.8,1384,256.0
23116.38,2636,519.0
61791.62,7215,1536.0
56591.75,6499,1357.0
49634.01,5353,1195.0
22881.64,2749,480.0
33200.41,3817,715.0
22083.28,2461,525.0
20019.05,2379,459.0
45841.83,7264,1251.0
0.0,5535,1087.0
123750.66,14157,2494.0
19237.91,1826,531.0
13202.16,2841,482.0
0.0,958,257.0
0.0,2683,525.0
18571.07,1923,384.0
8100.94,889,170.0
90494.52,13866,1706.0
98250.46,11485,2620.0
20452.23,2420,463.0
66070.65,8306,1005.0
98714.98,11166,2315.0
20192.78,2906,505.0
7057.85,871,147.0
68668.7,7549,1461.0
27287.81,5490,856.0
49566.94,6367,799.0
34926.35,4021,747.0
162917.56,22888,3887.0
8974.52,792,73.0
7405.17,742,226.0
15100.8,3549,299.0
0.0,3222,622.0
0.0,2227,329.0
0.0,1439,317.0
21071.3,2229,532.0
52410.03,5823,1298.0
48154.7,6441,861.0
22389.85,3901,367.0
31349.98,4274,505.0
18364.15,3876,441.0
13989.53,2030,0.0
12263.89,1630,394.0
8411.02,970,68.0
10424.59,1093,170.0
19857.2,2160,495.0
64831.17,7088,1433.0
20416.56,2411,489.0
16033.27,2024,405.0
23220.31,2916,403.0
119602.08,14948,3447.0
48759.59,5862,1005.0
29491.75,3636,552.0
21493.03,2446,489.0
9966.07,1273,205.0
83165.43,10987,2145.0
3661.88,560,72.0
23860.26,2951,672.0
5140.58,542,58.0
18129.08,2477,482.0
30200.92,4188,626.0
4238.71,794,99.0
31321.48,4972,651.0
88706.96,22717,2721.0
37712.5,4196,768.0
58579.88,7266,974.0
122610.04,15362,3248.0
34007.17,4180,882.0
45298.48,5621,1072.0
98896.78,12811,2683.0
18363.31,1829,564.0
62569.2,7193,1420.0
115149.9,15795,2430.0
10792.61,1356,106.0
101438.08,12734,2137.0
48896.64,6514,1011.0
20483.94,2127,438.0
34349.32,3951,838.0
97735.16,11381,2180.0
33531.85,4510,795.0
4602.98,807,117.0
45567.48,7159,972.0
10099.96,1457,167.0
67389.71,9617,1329.0
0.0,2172,317.0
15451.23,2848,295.0
975.85,453,15.0
55448.81,6430,1266.0
72650.56,8905,1837.0
44070.5,7462,1272.0
5866.83,668,75.0
30241.86,3106,593.0
71663.85,11408,1645.0
81661.92,13258,1711.0
29840.84,3527,1159.0
27794.16,4528,674.0
34275.69,7752,726.0
75274.17,8309,3250.0
90641.28,11282,2254.0
47819.41,6316,816.0
13262.98,1651,289.0
4860.59,529,110.0
73454.94,9778,1375.0
57149.71,6605,1251.0
17639.03,1947,342.0
31561.76,5441,667.0
13486.51,1621,301.0
55800.67,7716,2382.0
34565.67,5398,663.0
35950.36,4270,683.0
9059.42,967,183.0
23015.52,2476,490.0
28752.83,3493,696.0
147999.92,22278,3831.0
15732.01,1618,301.0
20485.43,2612,526.0
18681.27,2471,426.0
44117.98,5800,1347.0
259.84,3709,694.0
31815.14,4316,820.0
7311.4,982,157.0
722.05,1644,27.0
42228.97,4757,887.0
33138.13,4888,771.0
26884.9,3051,683.0
35332.09,4023,1289.0
25560.57,2789,545.0
9228.4,972,210.0
31164.12,3717,751.0
18661.81,2449,447.0
11415.26,1291,270.0
125599.1,12644,5625.0
26343.46,3306,791.0
5170.68,1461,442.0
54424.21,6248,1403.0
6745.18,1003,153.0
50291.86,6203,1166.0
76124.17,9169,1689.0
54528.71,8611,910.0
40968.59,4936,510.0
4368.13,945,194.0
32746.92,4563,658.0
56485.28,6132,1226.0
37718.93,3308,985.0
79986.16,8851,2035.0
69461.07,9338,1787.0
27785.84,3204,1153.0
61969.66,7315,1547.0
61397.71,11864,1405.0
151095.28,13251,3503.0
23476.49,2755,498.0
11175.45,1279,269.0
11946.24,1729,203.0
54126.39,7285,1605.0
31323.29,4570,888.0
35013.42,5306,871.0
43733.19,5716,1068.0
35621.35,4234,1501.0
62540.5,7281,1495.0
0.0,3428,742.0
86666.56,11081,2264.0
28546.56,3616,666.0
21008.04,2120,415.0
17344.91,2211,357.0
14477.5,1237,408.0
11599.68,1469,236.0
24506.03,2727,536.0
15997.04,1727,294.0
26711.54,3552,719.0
32145.76,3775,831.0
26022.94,4146,830.0
13275.57,1627,241.0
39412.3,5418,1137.0
10552.5,1436,142.0
30519.69,3457,632.0
50401.37,5521,1167.0
0.0,1862,268.0
66334.65,9005,1452.0
72155.26,9483,1666.0
23743.94,3560,920.0
14664.36,1747,273.0
16715.94,1913,431.0
47236.5,5766,1350.0
37514.56,4172,673.0
66080.2,11058,2862.0
161013.2,17553,3531.0
88803.46,13933,3787.0
28201.83,4032,705.0
32530.96,3568,688.0
33593.05,4036,667.0
17738.79,1900,421.0
27691.28,3713,430.0
14291.82,2384,242.0
127345.14,16062,2941.0
18914.72,9860,652.0
24610.16,3115,446.0
6761.8,837,52.0
41654.01,5656,615.0
85736.86,8579,3883.0
22046.02,4628,973.0
105485.08,11207,2420.0
5443.36,1319,110.0
9763.33,1145,209.0
31855.7,3718,548.0
20530.94,2099,436.0
30280.42,10198,1059.0
14976.8,1834,373.0
15129.27,1552,251.0
3857.49,685,53.0
22083.69,2152,417.0
29413.51,3751,733.0
31182.42,3164,627.0
21576.5,2652,605.0
11945.59,1620,242.0
16635.67,1666,374.0
10084.0,1069,143.0
40411.71,5048,814.0
7952.55,1056,0.0
19698.51,2833,0.0
28776.75,3303,766.0
140030.66,13285,3821.0
39655.03,3985,962.0
97264.68,14453,2587.0
18206.98,1977,619.0
92378.4,13362,1389.0
29457.49,3675,631.0
14115.54,1737,321.0
9567.69,1088,224.0
0.0,812,17.0
7589.89,934,268.0
17636.83,2643,394.0
20990.4,2904,443.0
25072.99,3250,640.0
4183.22,1149,257.0
12173.22,1709,321.0
27361.64,3925,731.0
16803.66,1931,330.0
11785.83,1369,242.0
7011.05,895,209.0
52827.39,6213,1278.0
188.58,4792,861.0
0.0,9750,1733.0
190.06,4821,3.0
51796.05,5991,1273.0
49708.84,6073,1215.0
28237.69,3269,580.0
31795.58,3361,652.0
6111.37,1424,100.0
14993.12,1208,340.0
38540.69,5236,894.0
20597.12,2043,556.0
9561.74,2015,379.0
11326.12,1251,321.0
3237.04,587,140.0
12495.13,1622,353.0
6206.99,1113,166.0
61235.84,7322,1235.0
31854.79,4150,1167.0
60204.11,7199,1403.0
44299.39,4905,1063.0
20579.18,3489,687.0
48840.73,6130,1093.0
119304.22,14697,3394.0
26149.34,3392,820.0
5321.53,1114,462.0
31249.22,6335,1862.0
55464.91,7120,1095.0
24336.07,3133,517.0
87247.1,9996,2117.0
58427.1,8340,1277.0
5937.72,965,157.0
8092.15,1006,174.0
92983.96,11198,2183.0
17686.24,1721,484.0
27632.71,3996,694.0
19250.7,1828,490.0
10075.17,2055,405.0
11820.15,1195,199.0
48388.48,5930,1105.0
28680.97,3122,637.0
66574.89,7275,1559.0
0.0,2433,457.0
0.0,1412,279.0
11618.63,1625,233.0
168297.92,20086,3773.0
76752.36,11535,1525.0
79827.39,10990,1401.0
14980.54,1830,280.0
50471.53,6240,819.0
43613.96,6862,853.0
162.77,1090,168.0
404.31,2289,246.0
10.46,65,6.0
131.75,781,99.0
436.77,665,75.0
370.21,666,66.0
425.11,671,63.0
417.95,926,79.0
45200.36,8108,921.0
72657.32,8486,977.0
23856.69,2904,361.0
446.14,32,5.0
1875.22,241,31.0
437.1,33,5.0
1782.0,240,29.0
430.56,31,4.0
1787.22,242,31.0
407.91,30,4.0
1627.06,239,31.0
7629.07,1025,99.0
93115.48,31676,1677.0
103228.18,12163,1659.0
51677.93,10753,1631.0
116803.36,39639,1989.0
16484.65,2003,315.0
261.39,20,1.0
1081.66,158,26.0
267.87,21,3.0
1234.33,163,21.0
278.13,22,3.0
955.58,122,19.0
1078.37,142,21.0
236.5,19,1.0
787.73,140,22.0
1189.96,147,19.0
1020.35,125,16.0
12514.33,3812,206.0
45250.49,5909,936.0
18839.58,2809,557.0
38829.42,91522,1331.0
20341.67,2250,368.0
4495.24,419,93.0
1259.01,180,21.0
1793.83,254,24.0
7363.8,844,119.0
9547.76,1601,289.0
4709.17,653,185.0
4300.44,613,166.0
1664.55,288,83.0
74464.81,9844,1341.0
5159.04,1201,299.0
6907.43,813,31.0
5319.7,1348,321.0
79375.82,9193,868.0
29021.92,4608,661.0
16775.5,1862,337.0
6711.86,600,150.0
3131.75,369,47.0
2333.85,300,25.0
24467.98,3390,405.0
21574.22,2422,405.0
1679.73,181,33.0
19211.92,2107,284.0
33826.85,4544,779.0
771.99,172,38.0
1320.66,149,17.0
2079.75,308,56.0
32298.24,4216,426.0
94699.38,14233,2483.0
1331.05,223,27.0
3004.93,304,67.0
2872.29,295,64.0
330.98,134,17.0
2752.44,287,59.0
566.93,121,15.0
2905.85,298,64.0
592.5,137,16.0
2918.9,297,64.0
501.3,79,14.0
2602.39,661,38.0
106.69,430,77.0
79.12,901,187.0
96.23,908,174.0
81.28,912,168.0
235.8,1047,162.0
80794.46,8754,1288.0
0.0,363,0.0
0.0,481,0.0
0.0,544,0.0
0.0,488,0.0
0.0,567,0.0
0.0,673,0.0
93396.14,8452,1536.0
21794.6,2598,391.0
1020.11,227,42.0
31.25,556,0.0
3776.1,521,95.0
3801.85,541,98.0
3826.34,584,95.0
2239.67,495,88.0
8105.28,1364,115.0
4721.02,705,109.0
17996.59,6899,332.0
61642.88,8334,1126.0
53852.31,6713,975.0
21264.85,2340,442.0
1161.89,153,11.0
1195.75,155,14.0
14541.71,5527,282.0
5015.58,1070,130.0
7839.74,3227,215.0
29527.18,3793,437.0
22260.98,3040,336.0
5606.7,773,147.0
4665.09,638,115.0
4337.42,611,108.0
4655.4,651,108.0
4331.41,632,96.0
4673.68,668,99.0
9766.44,1282,177.0
6593.71,790,112.0
23948.44,2834,387.0
1469.98,274,61.0
2337.62,307,25.0
1025.4,209,43.0
1521.22,186,15.0
1355.22,272,62.0
2077.23,270,22.0
1374.42,296,63.0
3088.69,590,30.0
1364.4,276,59.0
1339.36,269,56.0
4795.08,745,41.0
20614.29,4059,382.0
51157.01,6448,842.0
100888.24,14553,1953.0
7825.4,8340,1077.0
75884.99,10254,1352.0
10666.11,1506,101.0
8308.35,1800,337.0
67614.78,7851,712.0
24547.76,3251,731.0
41123.88,4933,657.0
43972.53,7065,710.0
79317.99,77499,1552.0
0.29,5,0.0
31250.18,4101,537.0
45637.49,6708,947.0
56371.76,7198,1332.0
74429.62,42670,1156.0
258.41,13,5.0
125720.96,17180,2132.0
0.0,966,172.0
0.0,62,14.0
0.0,61,14.0
0.0,60,15.0
0.0,91,21.0
0.0,59,14.0
0.0,58,12.0
0.0,602,122.0
35925.89,4635,746.0
1682.39,3087,494.0
40284.72,5065,759.0
30990.98,4095,624.0
771.56,166,36.0
1594.18,237,31.0
1403.06,198,20.0
668.66,162,33.0
1395.4,206,20.0
707.23,168,32.0
1409.78,197,20.0
1359.24,232,20.0
702.65,136,27.0
24123.92,5100,382.0
28952.29,83624,558.0
0.0,4,0.0
72697.77,11733,1699.0
116366.98,17250,2010.0
25843.7,5544,330.0
24618.74,4421,580.0
502.81,98,11.0
34680.13,4744,863.0
39819.22,4156,1422.0
6076.52,786,167.0
331.23,2446,3.0
806.93,2706,5.0
23125.31,3473,395.0
6970.44,596,142.0
22092.13,2495,257.0
3729.85,538,122.0
47757.6,6335,637.0
126697.2,19214,2047.0
48171.23,5955,991.0
0.0,3931,705.0
56607.44,9775,1172.0
75712.31,10621,1210.0
24285.57,3153,821.0
4923.46,599,198.0
19964.64,2561,594.0
22106.07,2540,442.0
2537.67,519,90.0
35556.65,3804,568.0
51144.77,6633,837.0
77441.01,10384,1380.0
33975.28,4343,848.0
364.44,268,19.0
8046.74,909,166.0
46732.36,10815,1108.0
24478.85,2952,801.0
43580.05,5397,975.0
41368.63,180763,794.0
76064.03,7656,1145.0
105682.0,17125,1810.0
61454.38,9223,1401.0
14058.21,1874,263.0
5115.57,664,147.0
2798.91,220,33.0
14812.1,1934,267.0
38.93,982,150.0
21175.4,3221,573.0
342.26,182,24.0
0.97,234,53.0
1.48,485,82.0
0.0,303,0.0
0.0,3286,201.0
0.0,170507,210.0
8046.74,746,146.0
4915.07,442,72.0
8046.74,674,127.0
8046.74,716,141.0
8046.74,769,109.0
8046.74,756,95.0
3210.03,275,59.0
57348.84,9736,1027.0
90557.5,11320,1615.0
57301.78,10888,958.0
35614.01,4266,926.0
14993.77,1644,299.0
526.7,123,24.0
591.23,126,21.0
1229.01,194,29.0
5072.05,785,98.0
1318.42,195,20.0
1440.19,189,19.0
1214.33,341,19.0
1817.44,294,19.0
1231.53,248,48.0
7710.94,896,111.0
1289.41,250,56.0
54192.45,6458,646.0
139.96,787,82.0
92.2,1140,179.0
88.89,1080,177.0
369.58,177519,166.0
83479.59,9215,1564.0
115685.64,17647,2231.0
116984.18,36070,1861.0
486.12,6159,968.0
19310.6,5029,416.0
2045.96,279,68.0
21082.47,5295,419.0
15671.41,2128,263.0
55021.44,6104,953.0
22521.81,2659,424.0
1319.68,183,16.0
613.67,69,9.0
370.63,84,15.0
3675.99,534,31.0
4087.22,373,82.0
15250.32,1804,141.0
64731.6,8136,1110.0
22.28,4599,763.0
17808.79,2240,435.0
38080.83,4366,532.0
23103.17,3683,441.0
1303.63,244,22.0
1501.96,323,24.0
1229.01,203,14.0
1230.76,257,19.0
18108.65,2514,190.0
12789.84,1200,268.0
11011.28,1375,126.0
46011.42,6108,731.0
3087.35,1187,68.0
36967.51,6668,726.0
14754.49,3454,287.0
47639.33,8897,1084.0
22795.33,3076,416.0
6016.53,736,77.0
868.45,179,42.0
1271.25,229,21.0
1456.79,292,26.0
1329.1,299,21.0
2656.1,626,37.0
1276.72,337,21.0
1390.21,318,26.0
8775.1,1827,114.0
18852.22,2206,236.0
78971.05,10542,1130.0
26596.47,6356,638.0
16631.58,1614,357.0
3890.0,509,78.0
4627.09,482,106.0
5582.22,628,116.0
5085.84,525,110.0
4149.47,474,91.0
4457.82,487,94.0
55180.99,7101,1227.0
60720.12,7598,931.0
8530.09,1038,136.0
49519.18,5756,536.0
4954.08,627,120.0
29374.18,3997,499.0
6.82,253,4.0
1148.16,120,24.0
1201.17,124,24.0
1444.31,184,17.0
2225.47,255,31.0
1204.94,131,26.0
1205.91,135,24.0
3353.55,407,57.0
850.64,88,16.0
2680.79,321,48.0
28936.33,3967,374.0
68364.85,6463,1131.0
31056.24,4650,573.0
33912.65,3894,1136.0
11735.03,1128,431.0
10112.86,2062,332.0
13625.3,1242,461.0
18062.73,1990,496.0
0.0,2,0.0
35101.76,4872,662.0
4814.35,536,88.0
1503.96,280,16.0
3297.76,289,64.0
1516.02,301,22.0
3292.82,283,68.0
16663.37,2434,236.0
29112.06,3895,605.0
23503.72,4334,389.0
72547.89,11289,941.0
120339.9,14117,1693.0
5829.55,1219,273.0
33352.39,4196,270.0
65406.44,7932,1601.0
94379.08,28455,1741.0
38378.05,4800,573.0
2077.94,266,25.0
1975.71,309,21.0
1914.02,630,30.0
2091.31,281,25.0
2185.49,340,21.0
323.3,70,14.0
52378.53,6270,731.0
505.24,63,11.0
6191.78,711,129.0
68819.96,9006,1231.0
9274.68,1848,441.0
14720.37,1946,85.0
65723.11,8602,1089.0
32146.15,4751,499.0
115984.62,41627,2199.0
937.69,560,33.0
16350.37,1979,284.0
5000.86,421,58.0
1167.59,191,26.0
4834.73,422,95.0
4261.34,1906,57.0
39720.19,5214,1180.0
59536.5,4884,920.0
36699.92,3943,631.0
188.02,14,1.0
221.44,15,0.0
227.1,17,0.0
1788.01,263,20.0
218.2,16,0.0
18230.31,2086,263.0
69.43,500,67.0
81.91,921,166.0
121.41,924,138.0
99.4,1246,184.0
107765.58,16768,1956.0
0.0,151,36.0
64.06,324,37.0
59240.28,7172,826.0
1488.01,302,68.0
1998.82,305,20.0
1809.64,393,94.0
31270.93,3510,378.0
8735.75,900,195.0
3781.9,679,24.0
81226.6,8156,1416.0
20508.39,3880,420.0
17563.95,2380,482.0
705.6,216,10.0
776.29,154,5.0
654.48,332,5.0
174.12,222,6.0
511.99,416,10.0
7248.24,186178,90.0
52619.03,8623,994.0
4885.02,4055,654.0
18416.63,2468,412.0
68556.67,9513,1306.0
2580.87,378,72.0
41522.4,4904,1275.0
19730.6,3313,361.0
67871.18,6251,1298.0
4756.72,1115,30.0
24757.14,4211,447.0
15751.08,1724,326.0
15645.73,2305,170.0
15154.1,2156,261.0
5942.04,856,116.0
4424.57,648,72.0
19887.84,2909,242.0
127893.92,171029,1866.0
79536.92,21583,1835.0
42290.98,6078,756.0
4173.65,846,133.0
4958.89,763,47.0
786.95,636,9.0
335.66,34,6.0
29494.5,3618,601.0
11040.97,1381,110.0
68636.29,11104,1238.0
90893.96,11621,1589.0
54639.67,7947,953.0
4349.85,401,69.0
59715.46,6940,847.0
19749.17,2407,353.0
26509.78,4324,422.0
51553.58,6546,1778.0
11701.67,2088,251.0
1483.71,418,36.0
79333.09,12009,1456.0
79311.17,9834,1184.0
24394.96,3213,425.0
1005.01,199,21.0
649.65,177,38.0
1057.2,208,20.0
1312.55,258,27.0
389.62,138,30.0
1103.25,233,20.0
644.49,159,32.0
18203.9,2399,216.0
9378.32,845,190.0
23942.64,6137,474.0
0.0,603,0.0
0.0,540,0.0
0.0,553,0.0
0.0,547,0.0
0.0,67,0.0
0.0,40433,0.0
35772.97,4927,1094.0
7799.89,723,184.0
57494.85,6222,1329.0
101845.96,12081,1484.0
12151.28,2081,231.0
9423.38,1199,184.0
10000.64,1218,180.0
13283.06,62833,194.0
35691.03,5118,627.0
1598.99,230,21.0
241.63,40,0.0
3283.26,405,66.0
7922.17,867,110.0
23630.51,3918,416.0
40275.54,5182,527.0
20.22,6,0.0
2230.99,388,36.0
146.54,18,1.0
342.77,29,5.0
443.0,44,9.0
304.12,45,9.0
420.71,46,9.0
448.57,82,9.0
343.79,111,10.0
1996.0,498,43.0
1.77,18780,0.0
0.03,1,0.0
93688.14,13501,1394.0
71022.31,7420,1094.0
26720.08,3946,435.0
99540.4,11369,1782.0
96860.32,15218,1682.0
10975.1,168138,247.0
15938.71,2982,341.0
4614.46,483,110.0
5038.41,522,78.0
4434.09,494,100.0
20952.03,3013,269.0
39436.91,4892,657.0
69143.95,7128,1117.0
32291.83,3043,1015.0
26178.43,2471,493.0
76740.55,12624,1435.0
59056.58,9212,1120.0
76373.28,8654,1045.0
2899.08,777,26.0
24459.26,4281,503.0
91643.48,21446,1657.0
15504.19,2072,453.0
23924.79,2700,448.0
12339.15,1405,194.0
77818.19,9106,1199.0
131464.88,17138,2429.0
9295.89,1301,148.0
51224.79,4987,679.0
29778.81,4177,599.0
327.32,24,4.0
1709.39,213,27.0
1510.06,176,21.0
1197.95,127,20.0
16805.13,1823,184.0
96519.74,12101,1699.0
52073.73,8195,920.0
32876.82,4053,751.0
19062.62,24421,335.0
50909.68,4969,1046.0
86926.42,11012,1447.0
26186.49,3644,489.0
56596.17,10025,946.0
95178.28,11211,1519.0
44442.07,5350,1010.0
457.8,453,6.0
9550.33,939,220.0
120884.06,15028,1685.0
64963.51,6279,1252.0
63872.0,6492,1103.0
11455.75,1616,73.0
66153.51,10282,2078.0
71303.93,39453,1501.0
120580.98,18982,2262.0
73147.03,11154,1547.0
0.0,344094,783.0
45973.14,5942,880.0
41025.49,4854,599.0
16093.41,1967,164.0
0.0,5467,845.0
106682.94,13535,1515.0
31948.79,4430,609.0
4878.17,642,136.0
4996.0,656,137.0
15254.66,4342,191.0
0.0,259,0.0
72.5,1358,0.0
235.73,902,0.0
5944.22,169259,31.0
519.18,2451,309.0
11786.68,2861,241.0
142214.38,12463,1829.0
8046.74,1290,273.0
8046.74,1456,236.0
8046.74,1339,332.0
8046.74,989,278.0
8046.74,1209,305.0
8046.74,1081,205.0
8046.74,1012,240.0
6588.06,12232,163.0
97977.1,8888,3264.0
22329.81,3568,442.0
74636.67,9292,1373.0
50273.24,5750,773.0
12548.5,1341,248.0
31793.42,4433,599.0
18524.08,19793,262.0
118.03,904,189.0
5.69,119,31.0
21.8,238,52.0
5.69,193,12.0
70.47,609,30.0
66540.51,9625,1109.0
29437.6,3484,550.0
20333.63,3565,401.0
2991.77,362,38.0
1611.24,221,50.0
3058.99,387,40.0
1598.58,224,48.0
3050.17,385,29.0
25222.69,2658,388.0
22280.46,1779,215.0
0.0,4678,474.0
0.0,503,73.0
361.76,3511,354.0
126443.82,18372,2374.0
54492.96,8233,900.0
31975.87,618811,643.0
82163.03,13514,1526.0
0.0,1504,215.0
0.0,178,54.0
0.0,1177,73.0
25451.85,2258,747.0
15538.26,4174,568.0
69374.02,9463,1256.0
19116.98,3408,384.0
60459.55,6519,977.0
41749.49,4753,816.0
372.39,129,10.0
1405.79,132,3.0
1574.84,169,10.0
1051.52,231,35.0
205.82,579,15.0
29260.38,4770,468.0
16988.26,4062,405.0
28649.78,4660,559.0
34294.41,4532,673.0
96585.82,12057,1436.0
32695.22,3901,1040.0
26442.87,4312,612.0
3927.62,423,108.0
4022.36,431,87.0
3984.47,420,77.0
