calories,avg_heart_rate_element,vrsta_sporta
263,140.0,Biking
953,143.0,Biking
424,138.0,Biking
16,132.0,Biking
9,145.0,Biking
15,167.0,Biking
31,125.0,Biking
82,168.0,Biking
141,131.0,Biking
1110,140.0,Biking
763,147.0,Biking
435,161.0,Biking
532,149.0,Biking
441,135.0,Biking
22,135.0,Biking
24,132.0,Biking
14,130.0,Biking
19,133.0,Biking
190,136.0,Biking
268,171.0,Biking
126,143.0,Biking
731,127.0,Biking
68,115.0,Biking
726,138.0,Biking
287,121.0,Biking
1084,158.0,Biking
416,131.0,Biking
77,131.0,Biking
42,177.0,Biking
21,133.0,Biking
26,133.0,Biking
21,129.0,Biking
37,125.0,Biking
21,125.0,Biking
26,132.0,Biking
114,134.0,Biking
236,150.0,Biking
1130,128.0,Biking
638,125.0,Biking
357,172.0,Biking
78,126.0,Biking
106,164.0,Biking
116,157.0,Biking
110,160.0,Biking
91,162.0,Biking
94,162.0,Biking
1227,152.0,Biking
931,134.0,Biking
136,141.0,Biking
536,133.0,Biking
120,146.0,Biking
499,137.0,Biking
4,104.0,Biking
24,166.0,Biking
24,163.0,Biking
17,132.0,Biking
31,141.0,Biking
26,170.0,Biking
24,165.0,Biking
57,149.0,Biking
16,166.0,Biking
48,152.0,Biking
374,138.0,Biking
1131,158.0,Biking
573,131.0,Biking
1136,133.0,Biking
431,,Biking
332,,Biking
461,,Biking
496,,Biking
0,130.0,Biking
662,140.0,Biking
88,154.0,Biking
16,131.0,Biking
64,177.0,Biking
22,136.0,Biking
68,183.0,Biking
236,141.0,Biking
605,139.0,Biking
389,133.0,Biking
941,129.0,Biking
1693,142.0,Biking
273,171.0,Biking
270,133.0,Biking
1601,143.0,Biking
1741,136.0,Biking
573,128.0,Biking
25,134.0,Biking
21,127.0,Biking
30,131.0,Biking
25,137.0,Biking
21,130.0,Biking
14,174.0,Biking
731,147.0,Biking
11,161.0,Biking
129,159.0,Biking
1231,144.0,Biking
441,178.0,Biking
85,140.0,Biking
1089,154.0,Biking
499,132.0,Biking
2199,146.0,Biking
33,124.0,Biking
284,134.0,Biking
58,183.0,Biking
26,147.0,Biking
95,181.0,Biking
57,133.0,Biking
1180,,Biking
920,166.0,Biking
631,142.0,Biking
1,153.0,Biking
0,137.0,Biking
0,145.0,Biking
20,130.0,Biking
0,140.0,Biking
263,141.0,Biking
67,120.0,Biking
166,143.0,Biking
138,138.0,Biking
184,145.0,Biking
1956,140.0,Biking
36,177.0,Biking
37,144.0,Biking
826,131.0,Biking
68,175.0,Biking
20,131.0,Biking
94,183.0,Biking
378,148.0,Biking
195,169.0,Biking
24,125.0,Biking
1416,162.0,Biking
420,72.0,Biking
482,,Biking
10,157.0,Biking
5,140.0,Biking
5,143.0,Biking
6,141.0,Biking
10,150.0,Biking
90,135.0,Biking
994,147.0,Biking
654,161.0,Biking
412,142.0,Biking
1306,148.0,Biking
72,,Biking
1275,,Biking
361,129.0,Biking
1298,175.0,Biking
30,121.0,Biking
447,151.0,Biking
326,159.0,Biking
170,135.0,Biking
261,117.0,Biking
116,132.0,Biking
72,131.0,Biking
242,123.0,Biking
1866,133.0,Biking
1835,152.0,Biking
756,136.0,Biking
133,186.0,Biking
47,125.0,Biking
9,149.0,Biking
6,159.0,Biking
601,141.0,Biking
110,130.0,Biking
1238,149.0,Biking
1589,147.0,Biking
953,139.0,Biking
69,154.0,Biking
847,149.0,Biking
353,131.0,Biking
422,117.0,Biking
1778,,Biking
251,128.0,Biking
36,124.0,Biking
1456,143.0,Biking
1184,143.0,Biking
425,128.0,Biking
21,134.0,Biking
38,175.0,Biking
20,136.0,Biking
27,140.0,Biking
30,172.0,Biking
20,136.0,Biking
32,173.0,Biking
216,137.0,Biking
190,172.0,Biking
474,159.0,Biking
0,,Biking
0,,Biking
0,,Biking
0,,Biking
0,,Biking
0,,Biking
1094,170.0,Biking
184,183.0,Biking
1329,174.0,Biking
1484,142.0,Biking
231,132.0,Biking
184,147.0,Biking
180,151.0,Biking
194,142.0,Biking
627,136.0,Biking
21,137.0,Biking
0,120.0,Biking
66,158.0,Biking
110,149.0,Biking
416,148.0,Biking
527,142.0,Biking
0,111.0,Biking
36,117.0,Biking
1,144.0,Biking
5,176.0,Biking
9,177.0,Biking
9,165.0,Biking
9,176.0,Biking
9,173.0,Biking
10,156.0,Biking
43,147.0,Biking
0,121.0,Biking
0,,Biking
1394,136.0,Biking
1094,153.0,Biking
435,116.0,Biking
1782,162.0,Biking
1682,137.0,Biking
247,148.0,Biking
341,133.0,Biking
110,168.0,Biking
78,147.0,Biking
100,165.0,Biking
269,135.0,Biking
657,131.0,Biking
1117,159.0,Biking
1015,,Biking
493,154.0,Biking
1435,145.0,Biking
1120,131.0,Biking
1045,130.0,Biking
26,96.0,Biking
503,149.0,Biking
1657,165.0,Biking
453,,Biking
448,139.0,Biking
194,145.0,Biking
1199,139.0,Biking
2429,150.0,Biking
148,114.0,Biking
679,145.0,Biking
599,136.0,Biking
4,161.0,Biking
27,148.0,Biking
21,143.0,Biking
20,149.0,Biking
184,135.0,Biking
1699,148.0,Biking
920,127.0,Biking
751,148.0,Biking
335,,Biking
1046,171.0,Biking
1447,149.0,Biking
489,133.0,Biking
946,132.0,Biking
1519,138.0,Biking
1010,165.0,Biking
6,138.0,Biking
220,177.0,Biking
1685,150.0,Biking
1252,166.0,Biking
1103,153.0,Biking
73,134.0,Biking
2078,,Biking
1501,125.0,Biking
2262,142.0,Biking
1547,151.0,Biking
783,150.0,Biking
880,144.0,Biking
599,146.0,Biking
164,136.0,Biking
845,149.0,Biking
1515,132.0,Biking
609,129.0,Biking
136,167.0,Biking
137,168.0,Biking
191,132.0,Biking
0,,Biking
0,,Biking
0,,Biking
31,98.0,Biking
309,146.0,Biking
241,117.0,Biking
1829,156.0,Biking
273,,Biking
236,,Biking
332,,Biking
278,,Biking
305,,Biking
205,,Biking
240,,Biking
163,,Biking
3264,,Biking
442,126.0,Biking
1373,147.0,Biking
773,138.0,Biking
248,144.0,Biking
599,148.0,Biking
262,,Biking
189,153.0,Biking
31,185.0,Biking
52,168.0,Biking
12,144.0,Biking
30,132.0,Biking
1109,131.0,Biking
550,138.0,Biking
401,144.0,Biking
38,135.0,Biking
50,171.0,Biking
40,137.0,Biking
48,170.0,Biking
29,133.0,Biking
388,157.0,Biking
215,154.0,Biking
474,121.0,Biking
73,127.0,Biking
354,119.0,Biking
2374,145.0,Biking
900,130.0,Biking
643,128.0,Biking
1526,153.0,Biking
215,,Biking
54,,Biking
73,,Biking
747,,Biking
568,147.0,Biking
1256,147.0,Biking
384,141.0,Biking
977,152.0,Biking
816,153.0,Biking
10,137.0,Biking
3,115.0,Biking
10,126.0,Biking
35,157.0,Biking
15,129.0,Biking
468,144.0,Biking
405,146.0,Biking
559,142.0,Biking
673,137.0,Biking
1436,135.0,Biking
1040,,Biking
612,140.0,Biking
108,181.0,Biking
87,165.0,Biking
77,158.0,Biking
84,167.0,Biking
331,148.0,Biking
1494,136.0,Biking
1379,142.0,Biking
762,,Biking
1184,151.0,Biking
521,,Biking
421,,Biking
73,117.0,Biking
725,154.0,Biking
740,178.0,Biking
1168,131.0,Biking
220,123.0,Biking
115,119.0,Biking
52,151.0,Biking
26,174.0,Biking
26,179.0,Biking
47,149.0,Biking
85,140.0,Biking
815,136.0,Biking
68,134.0,Biking
72,166.0,Biking
26,185.0,Biking
22,184.0,Biking
12,138.0,Biking
147,180.0,Biking
37,131.0,Biking
1513,159.0,Biking
1041,155.0,Biking
303,171.0,Biking
698,152.0,Biking
167,154.0,Biking
838,133.0,Biking
473,126.0,Biking
0,120.0,Biking
30,130.0,Biking
38,124.0,Biking
140,148.0,Biking
85,178.0,Biking
294,139.0,Biking
815,136.0,Biking
320,,Biking
63,,Biking
705,,Biking
372,,Biking
299,139.0,Biking
126,155.0,Biking
150,174.0,Biking
115,159.0,Biking
143,175.0,Biking
121,168.0,Biking
190,150.0,Biking
736,155.0,Biking
1925,143.0,Biking
1027,162.0,Biking
932,,Biking
278,142.0,Biking
1674,,Biking
1662,135.0,Biking
489,,Biking
74,,Biking
1463,127.0,Biking
505,184.0,Biking
2222,138.0,Biking
351,143.0,Biking
63,140.0,Biking
121,156.0,Biking
52,152.0,Biking
32,138.0,Biking
230,145.0,Biking
38,139.0,Biking
64,134.0,Biking
325,155.0,Biking
283,144.0,Biking
1019,166.0,Biking
68,132.0,Biking
526,134.0,Biking
214,136.0,Biking
168,138.0,Biking
17,129.0,Biking
103,144.0,Biking
515,154.0,Biking
264,142.0,Biking
477,139.0,Biking
212,174.0,Biking
210,175.0,Biking
242,143.0,Biking
759,169.0,Biking
680,141.0,Biking
430,138.0,Biking
101,154.0,Biking
84,148.0,Biking
409,138.0,Biking
336,116.0,Biking
301,179.0,Biking
82,125.0,Biking
108,121.0,Biking
225,176.0,Biking
54,112.0,Biking
356,129.0,Biking
1348,134.0,Biking
710,131.0,Biking
24,151.0,Biking
178,141.0,Biking
447,126.0,Biking
488,147.0,Biking
1099,128.0,Biking
1399,143.0,Biking
884,145.0,Biking
330,148.0,Biking
159,167.0,Biking
641,149.0,Biking
188,135.0,Biking
851,,Biking
1873,143.0,Biking
378,128.0,Biking
303,182.0,Biking
91,118.0,Biking
582,132.0,Biking
1468,136.0,Biking
2368,142.0,Biking
1771,142.0,Biking
596,,Biking
957,132.0,Biking
1054,135.0,Biking
0,,Biking
0,,Biking
0,,Biking
1074,133.0,Biking
198,143.0,Biking
321,127.0,Biking
726,143.0,Biking
769,141.0,Biking
121,168.0,Biking
22,135.0,Biking
101,136.0,Biking
29,139.0,Biking
331,145.0,Biking
947,145.0,Biking
1857,143.0,Biking
1285,152.0,Biking
1736,141.0,Biking
671,,Biking
0,,Biking
640,130.0,Biking
347,182.0,Biking
1452,153.0,Biking
421,140.0,Biking
247,136.0,Biking
342,121.0,Biking
106,160.0,Biking
99,161.0,Biking
99,164.0,Biking
280,125.0,Biking
1308,144.0,Biking
2603,140.0,Biking
0,128.0,Biking
324,142.0,Biking
284,142.0,Biking
20,119.0,Biking
26,133.0,Biking
91,128.0,Biking
24,163.0,Biking
1229,149.0,Biking
715,,Biking
1233,137.0,Biking
199,171.0,Biking
175,162.0,Biking
162,159.0,Biking
1472,145.0,Biking
1480,149.0,Biking
464,129.0,Biking
1,142.0,Biking
389,141.0,Biking
842,162.0,Biking
766,131.0,Biking
410,130.0,Biking
447,144.0,Biking
390,141.0,Biking
1500,173.0,Biking
1735,146.0,Biking
83,150.0,Biking
624,152.0,Biking
43,118.0,Biking
652,136.0,Biking
305,144.0,Biking
1395,179.0,Biking
593,135.0,Biking
170,148.0,Biking
179,153.0,Biking
505,141.0,Biking
1747,,Biking
454,,Biking
159,,Biking
167,,Biking
168,,Biking
150,,Biking
193,,Biking
147,129.0,Biking
1047,143.0,Biking
441,128.0,Biking
1926,139.0,Biking
457,,Biking
1580,159.0,Biking
3399,,Biking
1710,139.0,Biking
759,,Biking
287,,Biking
289,,Biking
289,,Biking
531,,Biking
191,151.0,Biking
221,170.0,Biking
182,171.0,Biking
379,143.0,Biking
173,157.0,Biking
163,154.0,Biking
2275,146.0,Biking
1940,163.0,Biking
879,,Biking
1100,139.0,Biking
2120,145.0,Biking
367,139.0,Biking
296,117.0,Biking
115,145.0,Biking
111,146.0,Biking
254,142.0,Biking
443,132.0,Biking
130,163.0,Biking
29,145.0,Biking
909,169.0,Biking
1573,164.0,Biking
731,144.0,Biking
89,,Biking
578,,Biking
810,131.0,Biking
2129,145.0,Biking
311,160.0,Biking
604,165.0,Biking
20,136.0,Biking
996,122.0,Biking
29,137.0,Biking
63,137.0,Biking
0,123.0,Biking
869,128.0,Biking
411,170.0,Biking
778,144.0,Biking
453,138.0,Biking
147,169.0,Biking
989,153.0,Biking
691,,Biking
682,,Biking
1203,150.0,Biking
222,138.0,Biking
115,151.0,Biking
314,186.0,Biking
277,133.0,Biking
196,128.0,Biking
100,144.0,Biking
78,147.0,Biking
120,145.0,Biking
594,145.0,Biking
247,148.0,Biking
432,157.0,Biking
188,161.0,Biking
375,128.0,Biking
3845,,Biking
1429,150.0,Biking
1117,145.0,Biking
253,133.0,Biking
132,178.0,Biking
145,172.0,Biking
387,144.0,Biking
336,124.0,Biking
115,140.0,Biking
195,130.0,Biking
188,151.0,Biking
552,130.0,Biking
599,,Biking
420,141.0,Biking
73,149.0,Biking
72,153.0,Biking
94,146.0,Biking
142,171.0,Biking
116,164.0,Biking
259,133.0,Biking
516,144.0,Biking
31,159.0,Biking
200,136.0,Biking
1753,145.0,Biking
936,148.0,Biking
567,149.0,Biking
457,134.0,Biking
21,130.0,Biking
20,130.0,Biking
38,174.0,Biking
268,149.0,Biking
985,149.0,Biking
1585,,Biking
1033,144.0,Biking
346,135.0,Biking
1077,141.0,Biking
1211,170.0,Biking
63,129.0,Biking
315,145.0,Biking
372,154.0,Biking
298,178.0,Biking
463,,Biking
0,,Biking
5,,Biking
38,,Biking
317,139.0,Biking
10,124.0,Biking
1775,142.0,Biking
1220,,Biking
591,140.0,Biking
61,106.0,Biking
2336,156.0,Biking
15,120.0,Biking
909,145.0,Biking
871,137.0,Biking
93,164.0,Biking
878,151.0,Biking
409,131.0,Biking
1168,157.0,Biking
972,146.0,Biking
569,,Biking
96,121.0,Biking
173,155.0,Biking
141,162.0,Biking
152,154.0,Biking
680,148.0,Biking
115,181.0,Biking
109,181.0,Biking
554,141.0,Biking
387,156.0,Biking
169,157.0,Biking
1448,148.0,Biking
612,130.0,Biking
1327,,Biking
447,139.0,Biking
127,160.0,Biking
129,154.0,Biking
180,137.0,Biking
909,136.0,Biking
99,149.0,Biking
112,162.0,Biking
126,170.0,Biking
262,146.0,Biking
2275,154.0,Biking
468,149.0,Biking
714,140.0,Biking
11,136.0,Biking
10,135.0,Biking
53,172.0,Biking
15,139.0,Biking
69,158.0,Biking
140,146.0,Biking
1250,139.0,Biking
331,,Biking
933,138.0,Biking
194,183.0,Biking
33,189.0,Biking
705,142.0,Biking
19,132.0,Biking
70,174.0,Biking
20,130.0,Biking
15,125.0,Biking
75,172.0,Biking
635,139.0,Biking
1341,,Biking
1305,167.0,Biking
758,,Biking
285,137.0,Biking
380,128.0,Biking
203,171.0,Biking
168,145.0,Biking
596,148.0,Biking
1329,150.0,Biking
336,142.0,Biking
264,142.0,Biking
845,167.0,Biking
899,151.0,Biking
784,134.0,Biking
2378,155.0,Biking
862,166.0,Biking
1825,153.0,Biking
848,131.0,Biking
451,143.0,Biking
437,161.0,Biking
90,166.0,Biking
36,126.0,Biking
131,135.0,Biking
85,143.0,Biking
469,160.0,Biking
226,155.0,Biking
94,137.0,Biking
251,,Biking
1247,140.0,Biking
1119,140.0,Biking
2236,146.0,Biking
443,142.0,Biking
880,136.0,Biking
19,138.0,Biking
21,140.0,Biking
22,131.0,Biking
373,137.0,Biking
1025,133.0,Biking
48,172.0,Biking
40,139.0,Biking
36,138.0,Biking
48,167.0,Biking
26,131.0,Biking
48,164.0,Biking
29,131.0,Biking
47,163.0,Biking
114,158.0,Biking
231,142.0,Biking
868,132.0,Biking
1343,165.0,Biking
701,145.0,Biking
27,143.0,Biking
1219,155.0,Biking
0,126.0,Biking
83,142.0,Biking
279,126.0,Biking
103,145.0,Biking
87,140.0,Biking
84,141.0,Biking
151,137.0,Biking
357,131.0,Biking
1126,173.0,Biking
89,132.0,Biking
520,129.0,Biking
911,133.0,Biking
871,180.0,Biking
10,124.0,Biking
1533,,Biking
563,,Biking
400,139.0,Biking
1052,166.0,Biking
680,138.0,Biking
67,122.0,Biking
0,120.0,Biking
204,140.0,Biking
0,135.0,Biking
203,135.0,Biking
214,115.0,Biking
0,125.0,Biking
205,134.0,Biking
206,133.0,Biking
0,128.0,Biking
421,133.0,Biking
361,134.0,Biking
216,144.0,Biking
93,173.0,Biking
190,147.0,Biking
95,175.0,Biking
157,146.0,Biking
90,171.0,Biking
127,142.0,Biking
152,124.0,Biking
138,130.0,Biking
0,107.0,Biking
240,129.0,Biking
54,165.0,Biking
24,157.0,Biking
48,160.0,Biking
0,154.0,Biking
26,121.0,Biking
52,158.0,Biking
9,116.0,Biking
51,157.0,Biking
63,123.0,Biking
15,154.0,Biking
10,131.0,Biking
10,133.0,Biking
15,158.0,Biking
47,123.0,Biking
52,162.0,Biking
10,112.0,Biking
50,156.0,Biking
62,120.0,Biking
140,121.0,Biking
25,159.0,Biking
42,165.0,Biking
21,148.0,Biking
27,173.0,Biking
62,117.0,Biking
24,156.0,Biking
45,168.0,Biking
15,143.0,Biking
41,109.0,Biking
22,158.0,Biking
41,160.0,Biking
15,155.0,Biking
27,165.0,Biking
42,118.0,Biking
1010,171.0,Biking
1979,130.0,Biking
1515,129.0,Biking
266,129.0,Biking
16,147.0,Biking
54,170.0,Biking
16,160.0,Biking
15,158.0,Biking
205,125.0,Biking
42,161.0,Biking
11,139.0,Biking
322,123.0,Biking
210,134.0,Biking
48,168.0,Biking
174,129.0,Biking
183,173.0,Biking
115,136.0,Biking
73,136.0,Biking
112,166.0,Biking
47,123.0,Biking
35,107.0,Biking
153,124.0,Biking
282,136.0,Biking
31,175.0,Biking
79,132.0,Biking
27,169.0,Biking
152,132.0,Biking
26,170.0,Biking
51,133.0,Biking
26,162.0,Biking
94,125.0,Biking
16,105.0,Biking
147,128.0,Biking
1657,127.0,Biking
293,132.0,Biking
1,69.0,Biking
389,150.0,Biking
1829,,Biking
170,139.0,Biking
42,132.0,Biking
205,162.0,Biking
30,124.0,Biking
206,164.0,Biking
33,126.0,Biking
205,132.0,Biking
138,171.0,Biking
80,142.0,Biking
96,170.0,Biking
74,146.0,Biking
131,167.0,Biking
47,130.0,Biking
178,145.0,Biking
136,170.0,Biking
40,150.0,Biking
15,134.0,Biking
140,169.0,Biking
54,131.0,Biking
132,122.0,Biking
35,167.0,Biking
78,138.0,Biking
36,170.0,Biking
70,137.0,Biking
35,169.0,Biking
250,141.0,Biking
132,132.0,Biking
74,171.0,Biking
31,131.0,Biking
75,174.0,Biking
30,134.0,Biking
20,133.0,Biking
73,174.0,Biking
20,131.0,Biking
58,132.0,Biking
3,81.0,Biking
391,143.0,Biking
138,137.0,Biking
47,176.0,Biking
38,143.0,Biking
88,161.0,Biking
126,160.0,Biking
32,145.0,Biking
63,145.0,Biking
714,123.0,Biking
48,,Biking
185,129.0,Biking
119,149.0,Biking
8,105.0,Biking
138,168.0,Biking
17,116.0,Biking
136,170.0,Biking
15,116.0,Biking
136,166.0,Biking
42,127.0,Biking
147,152.0,Biking
17,119.0,Biking
138,134.0,Biking
52,165.0,Biking
59,143.0,Biking
36,169.0,Biking
52,145.0,Biking
61,173.0,Biking
141,133.0,Biking
24,110.0,Biking
131,123.0,Biking
37,177.0,Biking
9,172.0,Biking
26,172.0,Biking
31,131.0,Biking
211,134.0,Biking
187,129.0,Biking
36,128.0,Biking
37,132.0,Biking
161,136.0,Biking
846,136.0,Biking
659,140.0,Biking
1042,126.0,Biking
598,146.0,Biking
190,126.0,Biking
21,137.0,Biking
9,165.0,Biking
69,143.0,Biking
24,170.0,Biking
131,125.0,Biking
2010,139.0,Biking
277,132.0,Biking
326,143.0,Biking
162,134.0,Biking
105,177.0,Biking
22,130.0,Biking
85,179.0,Biking
67,180.0,Biking
47,179.0,Biking
130,141.0,Biking
189,165.0,Biking
177,170.0,Biking
164,174.0,Biking
167,174.0,Biking
163,173.0,Biking
163,177.0,Biking
3,90.0,Biking
45,110.0,Biking
137,162.0,Biking
38,132.0,Biking
83,152.0,Biking
47,138.0,Biking
62,160.0,Biking
19,128.0,Biking
105,166.0,Biking
31,129.0,Biking
46,120.0,Biking
610,130.0,Biking
284,125.0,Biking
757,172.0,Biking
231,121.0,Biking
183,119.0,Biking
436,142.0,Biking
70,164.0,Biking
69,144.0,Biking
63,170.0,Biking
57,143.0,Biking
73,169.0,Biking
36,122.0,Biking
2094,128.0,Biking
151,129.0,Biking
237,126.0,Biking
351,158.0,Biking
99,138.0,Biking
94,161.0,Biking
32,132.0,Biking
189,131.0,Biking
108,166.0,Biking
75,173.0,Biking
10,151.0,Biking
54,172.0,Biking
121,130.0,Biking
593,118.0,Biking
784,134.0,Biking
630,133.0,Biking
52,138.0,Biking
16,166.0,Biking
21,129.0,Biking
457,127.0,Biking
231,123.0,Biking
305,126.0,Biking
180,166.0,Biking
436,135.0,Biking
231,138.0,Biking
47,170.0,Biking
73,133.0,Biking
45,168.0,Biking
45,170.0,Biking
147,128.0,Biking
747,128.0,Biking
912,132.0,Biking
138,118.0,Biking
135,133.0,Biking
921,137.0,Biking
47,123.0,Biking
110,141.0,Biking
16,123.0,Biking
88,134.0,Biking
56,121.0,Biking
29,163.0,Biking
26,126.0,Biking
147,142.0,Biking
93,171.0,Biking
96,147.0,Biking
93,173.0,Biking
32,131.0,Biking
194,135.0,Biking
9,173.0,Biking
78,141.0,Biking
5,169.0,Biking
5,173.0,Biking
6,175.0,Biking
42,130.0,Biking
3,159.0,Biking
4,165.0,Biking
4,165.0,Biking
4,168.0,Biking
57,138.0,Biking
168,130.0,Biking
277,130.0,Biking
394,138.0,Biking
74,169.0,Biking
46,129.0,Biking
61,122.0,Biking
311,145.0,Biking
768,132.0,Biking
257,163.0,Biking
522,119.0,Biking
864,128.0,Biking
470,150.0,Biking
821,137.0,Biking
968,131.0,Biking
142,128.0,Biking
174,136.0,Biking
111,128.0,Biking
63,135.0,Biking
87,130.0,Biking
73,175.0,Biking
25,129.0,Biking
222,127.0,Biking
124,167.0,Biking
233,131.0,Biking
209,159.0,Biking
51,122.0,Biking
784,128.0,Biking
1343,171.0,Biking
262,132.0,Biking
1104,107.0,Biking
124,117.0,Biking
158,142.0,Biking
15,106.0,Biking
2219,134.0,Biking
98,131.0,Biking
88,118.0,Biking
36,168.0,Biking
52,133.0,Biking
93,160.0,Biking
37,120.0,Biking
919,134.0,Biking
116,124.0,Biking
72,124.0,Biking
30,167.0,Biking
30,139.0,Biking
16,160.0,Biking
45,124.0,Biking
920,172.0,Biking
88,118.0,Biking
448,106.0,Biking
222,124.0,Biking
290,120.0,Biking
1,76.0,Biking
468,133.0,Biking
343,138.0,Biking
101,132.0,Biking
91,126.0,Biking
100,122.0,Biking
152,123.0,Biking
684,174.0,Biking
847,175.0,Biking
282,128.0,Biking
124,137.0,Biking
585,139.0,Biking
830,132.0,Biking
133,128.0,Biking
57,126.0,Biking
148,136.0,Biking
126,137.0,Biking
773,177.0,Biking
815,125.0,Biking
100,126.0,Biking
219,174.0,Biking
15,115.0,Biking
268,171.0,Biking
148,136.0,Biking
140,133.0,Biking
747,165.0,Biking
159,134.0,Biking
357,162.0,Biking
87,130.0,Biking
58,123.0,Biking
40,141.0,Biking
84,173.0,Biking
22,139.0,Biking
15,135.0,Biking
637,125.0,Biking
1316,137.0,Biking
103,119.0,Biking
26,127.0,Biking
530,,Biking
1089,144.0,Biking
137,169.0,Biking
115,141.0,Biking
69,139.0,Biking
99,133.0,Biking
696,128.0,Biking
835,131.0,Biking
1473,134.0,Biking
116,127.0,Biking
1761,123.0,Biking
4,84.0,Biking
1352,175.0,Biking
942,170.0,Biking
2161,136.0,Biking
252,139.0,Biking
156,175.0,Biking
156,153.0,Biking
117,170.0,Biking
121,150.0,Biking
156,172.0,Biking
105,128.0,Biking
1294,135.0,Biking
459,136.0,Biking
136,133.0,Biking
35,170.0,Biking
15,160.0,Biking
32,164.0,Biking
74,137.0,Biking
32,169.0,Biking
36,174.0,Biking
19,159.0,Biking
48,136.0,Biking
32,169.0,Biking
14,160.0,Biking
33,174.0,Biking
17,162.0,Biking
62,137.0,Biking
1716,126.0,Biking
466,128.0,Biking
105,165.0,Biking
88,142.0,Biking
110,162.0,Biking
88,147.0,Biking
96,159.0,Biking
115,118.0,Biking
150,127.0,Biking
133,176.0,Biking
73,139.0,Biking
91,175.0,Biking
64,174.0,Biking
87,132.0,Biking
194,130.0,Biking
35,171.0,Biking
31,150.0,Biking
17,166.0,Biking
21,145.0,Biking
14,167.0,Biking
204,126.0,Biking
530,110.0,Biking
777,133.0,Biking
253,140.0,Biking
273,141.0,Biking
394,138.0,Biking
704,,Biking
411,115.0,Biking
198,124.0,Biking
36,158.0,Biking
53,156.0,Biking
51,164.0,Biking
84,123.0,Biking
372,147.0,Biking
146,135.0,Biking
26,121.0,Biking
270,134.0,Biking
668,126.0,Biking
1408,134.0,Biking
1299,125.0,Biking
1185,174.0,Biking
505,132.0,Biking
952,133.0,Biking
372,117.0,Biking
551,128.0,Biking
1047,164.0,Biking
722,127.0,Biking
100,,Biking
501,130.0,Biking
84,120.0,Biking
122,172.0,Biking
137,180.0,Biking
125,180.0,Biking
131,179.0,Biking
512,116.0,Biking
1810,,Biking
404,150.0,Biking
909,134.0,Biking
342,131.0,Biking
342,142.0,Biking
311,125.0,Biking
145,173.0,Biking
174,178.0,Biking
240,130.0,Biking
199,170.0,Biking
287,133.0,Biking
612,140.0,Biking
53,118.0,Biking
63,128.0,Biking
119,164.0,Biking
12,168.0,Biking
26,127.0,Biking
247,170.0,Biking
30,123.0,Biking
731,158.0,Biking
146,131.0,Biking
125,159.0,Biking
98,124.0,Biking
231,171.0,Biking
57,140.0,Biking
32,126.0,Biking
757,,Biking
1636,137.0,Biking
679,132.0,Biking
342,119.0,Biking
788,125.0,Biking
688,139.0,Biking
3,79.0,Biking
164,133.0,Biking
36,176.0,Biking
51,140.0,Biking
52,145.0,Biking
36,144.0,Biking
89,169.0,Biking
21,135.0,Biking
215,129.0,Biking
643,131.0,Biking
811,126.0,Biking
129,116.0,Biking
25,181.0,Biking
215,136.0,Biking
19,158.0,Biking
4,171.0,Biking
73,163.0,Biking
20,168.0,Biking
61,165.0,Biking
73,136.0,Biking
3,160.0,Biking
15,164.0,Biking
3,168.0,Biking
69,162.0,Biking
16,172.0,Biking
63,167.0,Biking
43,132.0,Biking
66,162.0,Biking
5,169.0,Biking
15,172.0,Biking
57,167.0,Biking
74,131.0,Biking
221,133.0,Biking
430,119.0,Biking
4,89.0,Biking
10,110.0,Biking
621,147.0,Biking
59,136.0,Biking
257,135.0,Biking
257,172.0,Biking
189,138.0,Biking
147,130.0,Biking
33,132.0,Biking
10,162.0,Biking
11,161.0,Biking
10,159.0,Biking
10,161.0,Biking
88,132.0,Biking
8,157.0,Biking
127,164.0,Biking
10,122.0,Biking
188,129.0,Biking
35,126.0,Biking
37,132.0,Biking
68,126.0,Biking
332,118.0,Biking
374,119.0,Biking
184,133.0,Biking
210,174.0,Biking
36,139.0,Biking
158,163.0,Biking
205,179.0,Biking
12,140.0,Biking
143,180.0,Biking
82,132.0,Biking
136,125.0,Biking
152,157.0,Biking
63,129.0,Biking
142,159.0,Biking
45,124.0,Biking
120,151.0,Biking
42,119.0,Biking
1063,162.0,Biking
275,119.0,Biking
231,121.0,Biking
221,125.0,Biking
1,65.0,Biking
315,123.0,Biking
132,135.0,Biking
117,139.0,Biking
20,121.0,Biking
53,125.0,Biking
293,134.0,Biking
35,170.0,Biking
68,131.0,Biking
150,130.0,Biking
820,170.0,Biking
63,134.0,Biking
169,162.0,Biking
46,128.0,Biking
70,125.0,Biking
1540,129.0,Biking
683,139.0,Biking
931,139.0,Biking
499,135.0,Biking
291,114.0,Biking
74,119.0,Biking
483,128.0,Biking
442,175.0,Biking
454,125.0,Biking
1261,120.0,Biking
912,133.0,Biking
220,134.0,Biking
1158,142.0,Biking
247,133.0,Biking
26,144.0,Biking
89,163.0,Biking
20,142.0,Biking
232,126.0,Biking
353,125.0,Biking
684,134.0,Biking
1403,125.0,Biking
337,129.0,Biking
124,167.0,Biking
131,176.0,Biking
135,173.0,Biking
136,173.0,Biking
126,173.0,Biking
737,138.0,Biking
450,123.0,Biking
183,118.0,Biking
1730,154.0,Biking
485,175.0,Biking
